Date,Time,S&P,Dow_Jones,NASDAQ,Skype（Microsoft）,Cisco,Facebook,Trading_Volume,Prev_Avg_Price,True_Price,,From 2019.4.18 11:30 To 2020.4.17 16:00,,,Pre_Avg_Price: Average Open Stock Price of Zoom one hour earlier,,
2019/05/06,2019/05/06 15:30,2933.91,26443.01,8124.43,126.46,53.02,193.70,91838,78.69,78.21,,,,,,,
2019/05/06,2019/05/06 16:00,2932.47,26438.48,8123.29,126.48,52.94,193.88,862405,78.21,78.24,,,,,,,
2019/05/07,2019/05/07 10:30,2900.37,26168.13,8026.64,124.59,52.19,191.32,237345,78.24,77.02,,,,,,,
2019/05/07,2019/05/07 11:30,2893.13,26076.70,8000.33,124.15,52.02,191.09,231746,77.10,75.62,,,,,,,
2019/05/07,2019/05/07 12:30,2894.27,26067.71,8004.51,124.28,52.17,190.70,133781,75.68,76.60,,,,,,,
2019/05/07,2019/05/07 13:30,2873.89,25899.11,7933.74,123.06,51.63,188.64,128358,76.60,75.32,,,,,,,
2019/05/07,2019/05/07 14:30,2871.51,25874.59,7926.60,123.08,51.58,188.66,123180,75.32,74.65,,,,,,,
2019/05/07,2019/05/07 15:30,2869.39,25842.96,7919.41,122.89,51.52,188.10,107000,74.65,74.65,,,,,,,
2019/05/07,2019/05/07 16:00,2884.05,25965.09,7963.76,123.88,51.84,189.77,1008986,74.65,73.33,,,,,,,
2019/05/08,2019/05/08 10:30,2882.18,25947.27,7955.92,123.72,51.98,189.08,343970,73.33,77.15,,,,,,,
2019/05/08,2019/05/08 11:30,2891.14,26048.15,7987.70,124.15,52.12,189.73,167161,77.15,75.81,,,,,,,
2019/05/08,2019/05/08 12:30,2887.27,26001.13,7968.96,124.07,52.07,190.10,131264,75.89,77.02,,,,,,,
2019/05/08,2019/05/08 13:30,2890.42,26041.47,7978.82,124.42,52.20,190.11,140141,77.08,77.91,,,,,,,
2019/05/08,2019/05/08 14:30,2892.79,26082.40,7983.37,124.47,52.20,189.84,151779,77.91,77.90,,,,,,,
2019/05/08,2019/05/08 15:30,2895.97,26108.73,7991.94,124.68,52.28,190.31,107088,77.90,77.77,,,,,,,
2019/05/08,2019/05/08 16:00,2879.43,25967.60,7943.32,123.87,51.86,189.54,1219399,77.77,77.68,,,,,,,
2019/05/09,2019/05/09 10:30,2838.98,25577.43,7801.94,122.21,50.77,187.83,218657,77.68,74.90,,,,,,,
2019/05/09,2019/05/09 11:30,2840.19,25547.04,7818.82,122.33,50.82,187.06,154387,74.90,74.67,,,,,,,
2019/05/09,2019/05/09 12:30,2859.19,25717.22,7880.47,123.19,51.20,188.53,72966,74.67,75.48,,,,,,,
2019/05/09,2019/05/09 13:30,2864.39,25773.25,7898.08,123.24,51.30,188.81,114850,75.43,75.83,,,,,,,
2019/05/09,2019/05/09 14:30,2873.17,25852.01,7920.29,123.58,51.51,189.28,88217,76.00,76.00,,,,,,,
2019/05/09,2019/05/09 15:30,2870.88,25825.02,7911.74,123.69,51.45,188.84,99903,76.00,75.00,,,,,,,
2019/05/09,2019/05/09 16:00,2870.72,25828.36,7910.59,123.86,51.33,188.65,594853,75.00,75.21,,,,,,,
2019/05/10,2019/05/10 10:30,2844.85,25615.37,7828.82,123.25,50.86,186.49,193889,75.21,76.13,,,,,,,
2019/05/10,2019/05/10 11:30,2829.04,25506.55,7769.14,122.32,50.42,185.03,155329,76.03,75.18,,,,,,,
2019/05/10,2019/05/10 12:30,2850.44,25656.30,7828.70,123.65,51.01,186.62,175416,75.18,77.61,,,,,,,
2019/05/10,2019/05/10 13:30,2862.53,25767.26,7868.03,124.49,51.35,187.46,103270,77.61,78.19,,,,,,,
2019/05/10,2019/05/10 14:30,2865.75,25814.35,7874.93,124.78,51.40,187.06,85462,78.19,77.78,,,,,,,
2019/05/10,2019/05/10 15:30,2887.26,25988.86,7939.14,126.04,51.86,189.03,102822,77.78,78.98,,,,,,,
2019/05/10,2019/05/10 16:00,2881.40,25942.37,7916.94,125.47,51.75,188.34,736994,79.02,79.63,,,,,,,
2019/05/13,2019/05/13 10:30,2815.48,25385.84,7674.93,122.28,49.89,183.69,506585,79.63,74.26,,,,,,,
2019/05/13,2019/05/13 11:30,2816.64,25373.42,7677.49,122.39,49.85,183.37,335270,74.28,74.25,,,,,,,
2019/05/13,2019/05/13 12:30,2807.42,25287.86,7651.92,121.82,49.70,182.83,184461,74.25,73.03,,,,,,,
2019/05/13,2019/05/13 13:30,2804.39,25249.53,7640.03,121.81,49.63,182.09,288906,73.03,72.41,,,,,,,
2019/05/13,2019/05/13 14:30,2818.75,25367.29,7683.90,122.45,49.98,182.78,148614,72.41,73.48,,,,,,,
2019/05/13,2019/05/13 15:30,2808.89,25292.54,7671.68,121.87,49.73,181.58,96929,73.52,72.94,,,,,,,
2019/05/13,2019/05/13 16:00,2811.88,25324.99,,121.74,49.75,181.54,1304396,72.92,72.54,,,,,,,
2019/05/14,2019/05/14 10:30,2836.03,25509.19,7722.49,123.25,50.72,180.27,433978,72.54,76.19,,,,,,,
2019/05/14,2019/05/14 11:30,2842.22,25601.54,7742.85,123.60,50.77,182.02,203646,76.15,76.04,,,,,,,
2019/05/14,2019/05/14 12:30,2843.84,25609.78,7748.10,123.71,50.55,181.63,102520,76.04,75.17,,,,,,,
2019/05/14,2019/05/14 13:30,2851.00,25672.87,7772.98,123.99,50.73,182.23,72320,75.18,75.35,,,,,,,
2019/05/14,2019/05/14 14:30,2850.35,25663.83,7771.44,123.78,50.68,182.20,87629,75.36,74.67,,,,,,,
2019/05/14,2019/05/14 15:30,2842.68,25608.21,7753.71,123.44,50.65,181.22,94869,74.69,74.66,,,,,,,
2019/05/14,2019/05/14 16:00,2834.41,25532.05,7734.49,123.10,50.45,180.73,946147,74.69,73.14,,,,,,,
2019/05/15,2019/05/15 10:30,2842.38,25547.77,7756.45,124.43,51.06,184.83,213014,73.14,75.24,,,,,,,
2019/05/15,2019/05/15 11:30,2851.32,25646.59,7816.87,125.00,51.12,185.93,184967,75.24,74.49,,,,,,,
2019/05/15,2019/05/15 12:30,2850.38,25640.96,7808.37,124.49,50.73,185.51,106982,74.50,75.28,,,,,,,
2019/05/15,2019/05/15 13:30,2850.34,25637.52,7812.73,124.88,50.77,186.46,195612,75.28,76.06,,,,,,,
2019/05/15,2019/05/15 14:30,2856.34,25696.92,7834.20,125.30,50.77,186.87,303947,76.12,77.31,,,,,,,
2019/05/15,2019/05/15 15:30,2858.46,25723.43,7838.41,125.11,50.81,186.47,256689,77.31,79.33,,,,,,,
2019/05/15,2019/05/15 16:00,2850.96,25648.02,7822.15,124.83,50.86,186.27,1161110,79.31,79.76,,,,,,,
2019/05/16,2019/05/16 10:30,2883.21,25874.61,7920.70,127.91,53.82,187.55,833656,79.76,86.44,,,,,,,
2019/05/16,2019/05/16 11:30,2885.76,25902.13,7923.74,127.79,54.05,187.17,370216,86.40,85.80,,,,,,,
2019/05/16,2019/05/16 12:30,2888.86,25934.02,7937.10,127.96,54.38,188.26,298101,85.75,86.88,,,,,,,
2019/05/16,2019/05/16 13:30,2885.02,25911.22,7921.09,127.75,54.45,187.49,301629,86.88,84.45,,,,,,,
2019/05/16,2019/05/16 14:30,2886.61,25927.60,7922.63,127.87,54.68,187.23,187785,84.45,84.02,,,,,,,
2019/05/16,2019/05/16 15:30,2876.54,25861.96,7895.34,127.33,54.41,186.79,465436,84.02,83.14,,,,,,,
2019/05/16,2019/05/16 16:00,2876.32,25862.68,7898.05,127.72,54.24,186.99,2102171,83.14,83.40,,,,,,,
2019/05/17,2019/05/17 10:30,2868.64,25818.37,7868.62,127.84,54.77,186.67,413632,83.40,86.75,,,,,,,
2019/05/17,2019/05/17 11:30,2880.73,25920.21,7897.53,128.82,54.92,187.03,310162,86.75,87.19,,,,,,,
2019/05/17,2019/05/17 12:30,2869.55,25846.46,7857.37,127.77,54.70,186.40,229298,87.18,87.59,,,,,,,
2019/05/17,2019/05/17 13:30,2872.48,25872.96,7864.12,127.68,54.80,186.05,185794,87.59,88.54,,,,,,,
2019/05/17,2019/05/17 14:30,2873.12,25878.65,7867.15,127.92,55.10,186.29,148747,88.52,88.79,,,,,,,
2019/05/17,2019/05/17 15:30,2862.42,25780.13,7829.85,127.12,54.67,185.45,300444,88.79,88.64,,,,,,,
2019/05/17,2019/05/17 16:00,2859.52,25764.00,7816.29,126.87,54.65,185.30,1848009,88.64,89.98,,,,,,,
2019/05/20,2019/05/20 10:30,2848.53,25715.16,7725.61,126.08,54.37,183.61,739710,89.98,85.96,,,,,,,
2019/05/20,2019/05/20 11:30,2848.90,25703.82,7729.07,125.97,54.43,183.24,293574,85.96,84.75,,,,,,,
2019/05/20,2019/05/20 12:30,2847.31,25709.90,7731.95,125.76,54.32,182.92,226314,84.75,86.83,,,,,,,
2019/05/20,2019/05/20 13:30,2845.17,25706.42,7723.92,125.48,54.29,182.86,131556,86.83,86.09,,,,,,,
2019/05/20,2019/05/20 14:30,2841.66,25681.03,7712.57,125.07,54.31,183.00,128919,86.09,85.45,,,,,,,
2019/05/20,2019/05/20 15:30,2837.07,25649.74,7699.90,125.04,54.38,182.74,226555,85.37,84.88,,,,,,,
2019/05/20,2019/05/20 16:00,2840.23,25679.90,7702.38,125.03,54.32,182.72,1912580,84.88,84.67,,,,,,,
2019/05/21,2019/05/21 10:30,2858.45,25813.69,7766.94,125.70,54.61,184.11,385278,84.67,86.64,,,,,,,
2019/05/21,2019/05/21 11:30,2863.65,25808.78,7790.21,125.95,54.55,184.99,245101,86.64,88.64,,,,,,,
2019/05/21,2019/05/21 12:30,2863.45,25817.72,7786.95,125.74,54.65,185.33,219152,88.70,89.49,,,,,,,
2019/05/21,2019/05/21 13:30,2864.31,25840.78,7786.17,125.67,54.80,184.96,186217,89.49,88.00,,,,,,,
2019/05/21,2019/05/21 14:30,2868.10,25866.61,7803.07,126.05,54.91,185.22,119383,88.02,87.30,,,,,,,
2019/05/21,2019/05/21 15:30,2867.14,25882.06,7793.25,125.92,54.79,185.06,202279,87.30,85.60,,,,,,,
2019/05/21,2019/05/21 16:00,2864.36,25877.33,7785.72,125.71,54.82,184.82,1218614,85.60,85.44,,,,,,,
2019/05/22,2019/05/22 10:30,2861.50,25853.37,7777.02,126.38,54.41,186.59,354335,85.44,85.29,,,,,,,
2019/05/22,2019/05/22 11:30,2861.64,25839.69,7772.77,126.43,54.46,186.09,85115,85.11,84.80,,,,,,,
2019/05/22,2019/05/22 12:30,2856.31,25789.17,7756.57,126.37,54.27,185.56,49428,84.80,84.13,,,,,,,
2019/05/22,2019/05/22 13:30,2853.79,25780.09,7744.57,126.20,54.19,185.25,73676,84.11,83.64,,,,,,,
2019/05/22,2019/05/22 14:30,2859.06,25808.24,7763.59,126.70,54.18,185.97,45492,83.64,83.73,,,,,,,
2019/05/22,2019/05/22 15:30,2859.51,25803.08,7763.71,126.88,54.18,186.25,137683,83.58,82.70,,,,,,,
2019/05/22,2019/05/22 16:00,2856.27,25776.61,7750.84,126.47,54.01,185.32,845982,82.67,82.43,,,,,,,
2019/05/23,2019/05/23 10:30,2820.73,25429.06,7639.53,124.73,52.99,182.41,559301,82.43,78.94,,,,,,,
2019/05/23,2019/05/23 11:30,2820.96,25434.16,7641.71,124.48,52.88,182.52,243812,78.94,79.29,,,,,,,
2019/05/23,2019/05/23 12:30,2814.38,25396.10,7608.36,123.96,52.52,181.15,282095,79.29,78.49,,,,,,,
2019/05/23,2019/05/23 13:30,2812.79,25381.29,7609.55,124.32,52.51,181.30,133835,78.49,78.74,,,,,,,
2019/05/23,2019/05/23 14:30,2809.17,25357.17,7595.27,124.20,52.42,179.79,61454,78.74,78.65,,,,,,,
2019/05/23,2019/05/23 15:30,2820.02,25459.21,7627.24,124.87,52.70,181.11,116038,78.64,78.80,,,,,,,
2019/05/23,2019/05/23 16:00,2822.24,25490.47,7628.28,124.99,52.56,180.87,1453724,78.93,78.76,,,,,,,
2019/05/24,2019/05/24 10:30,2829.91,25567.91,7662.40,125.33,52.55,182.33,348326,78.76,78.18,,,,,,,
2019/05/24,2019/05/24 11:30,2823.32,25532.38,7639.57,125.22,52.59,181.97,383964,78.18,75.17,,,,,,,
2019/05/24,2019/05/24 12:30,2829.80,25572.67,7657.84,125.56,52.82,182.44,190967,75.17,75.83,,,,,,,
2019/05/24,2019/05/24 13:30,2830.38,25588.64,7653.98,125.43,52.81,182.39,128384,75.83,75.83,,,,,,,
2019/05/24,2019/05/24 14:30,2828.74,25581.75,7648.39,125.46,52.84,181.89,123110,75.83,75.88,,,,,,,
2019/05/24,2019/05/24 15:30,2829.30,25600.31,7646.00,125.25,52.80,181.49,85094,75.88,76.07,,,,,,,
2019/05/24,2019/05/24 16:00,2826.06,25585.69,7637.01,125.05,52.73,181.06,1677192,76.13,76.25,,,,,,,
2019/05/28,2019/05/28 10:30,2832.71,25656.28,7661.46,126.01,53.14,183.71,355081,76.25,78.20,,,,,,,
2019/05/28,2019/05/28 11:30,2825.73,25582.54,7650.54,125.91,53.02,183.33,120636,78.20,77.89,,,,,,,
2019/05/28,2019/05/28 12:30,2832.72,25633.68,7676.84,126.41,53.10,184.59,86769,77.89,78.43,,,,,,,
2019/05/28,2019/05/28 13:30,2825.48,25583.71,7655.89,125.94,52.94,184.16,91714,78.43,78.30,,,,,,,
2019/05/28,2019/05/28 14:30,2819.30,25521.40,7643.08,125.77,52.91,183.73,75069,78.27,78.49,,,,,,,
2019/05/28,2019/05/28 15:30,2810.96,25448.20,7619.47,125.42,52.60,183.28,96967,78.51,77.89,,,,,,,
2019/05/28,2019/05/28 16:00,2802.31,25347.77,7607.35,124.97,52.30,184.31,812358,77.89,77.77,,,,,,,
2019/05/29,2019/05/29 10:30,2791.40,25211.17,7578.65,124.16,51.90,183.59,281478,77.77,75.47,,,,,,,
2019/05/29,2019/05/29 11:30,2777.54,25067.51,7534.35,123.65,51.74,181.85,135130,75.48,75.80,,,,,,,
2019/05/29,2019/05/29 12:30,2776.34,25031.78,7534.21,123.27,51.63,182.31,107425,75.80,77.71,,,,,,,
2019/05/29,2019/05/29 13:30,2780.62,25072.55,7548.49,123.70,51.67,182.27,106447,77.67,76.61,,,,,,,
2019/05/29,2019/05/29 14:30,2778.81,25063.01,7545.98,123.83,51.62,182.28,84914,76.61,75.94,,,,,,,
2019/05/29,2019/05/29 15:30,2776.16,25057.74,7533.46,123.52,51.37,181.93,70268,75.94,74.89,,,,,,,
2019/05/29,2019/05/29 16:00,2783.02,25126.41,7547.31,123.77,51.58,182.19,722713,74.95,75.77,,,,,,,
2019/05/30,2019/05/30 10:30,2796.43,25201.48,7587.65,124.15,51.98,181.90,248601,75.77,78.36,,,,,,,
2019/05/30,2019/05/30 11:30,2788.75,25149.25,7569.63,124.13,51.98,182.55,81563,78.40,78.30,,,,,,,
2019/05/30,2019/05/30 12:30,2785.94,25146.70,7563.26,124.01,51.95,182.96,62885,78.30,78.67,,,,,,,
2019/05/30,2019/05/30 13:30,2786.82,25153.21,7559.63,124.01,51.91,182.34,193406,78.65,80.60,,,,,,,
2019/05/30,2019/05/30 14:30,2780.77,25104.54,7539.20,123.76,51.82,182.19,255146,80.53,79.76,,,,,,,
2019/05/30,2019/05/30 15:30,2783.58,25112.84,7553.03,124.20,51.93,182.80,177201,79.64,79.37,,,,,,,
2019/05/30,2019/05/30 16:00,2788.87,25169.88,7567.72,124.55,51.96,183.01,972668,79.52,80.42,,,,,,,
2019/05/31,2019/05/31 10:30,2757.64,24895.03,7476.34,122.72,50.73,177.86,276214,80.42,81.75,,,,,,,
2019/05/31,2019/05/31 11:30,2768.42,24973.19,7505.78,122.95,51.00,178.77,246174,81.77,82.66,,,,,,,
2019/05/31,2019/05/31 12:30,2758.56,24887.24,7475.00,122.26,50.65,178.11,121059,82.66,82.33,,,,,,,
2019/05/31,2019/05/31 13:30,2761.91,24916.22,7487.24,122.55,50.79,178.91,109111,82.33,81.29,,,,,,,
2019/05/31,2019/05/31 14:30,2754.79,24855.99,7467.59,122.42,50.65,178.36,87659,81.29,79.60,,,,,,,
2019/05/31,2019/05/31 15:30,2753.69,24843.43,7456.36,122.47,50.61,177.46,59804,79.65,79.94,,,,,,,
2019/05/31,2019/05/31 16:00,2752.06,24815.04,7453.15,122.52,50.46,177.47,689279,79.94,79.73,,,,,,,
2019/06/03,2019/06/03 10:30,2758.85,24894.04,7419.52,121.47,50.82,171.38,244946,80.00,79.50,,,,,,,
2019/06/03,2019/06/03 11:30,2757.37,24885.58,7425.29,121.54,50.93,171.23,66339,79.50,79.81,,,,,,,
2019/06/03,2019/06/03 12:30,2738.70,24757.00,7347.10,120.06,50.51,163.31,154358,79.81,77.50,,,,,,,
2019/06/03,2019/06/03 13:30,2741.20,24789.61,7342.02,119.64,50.57,162.79,80007,77.55,78.08,,,,,,,
2019/06/03,2019/06/03 14:30,2748.17,24851.70,7357.44,119.48,50.49,165.28,63430,78.08,77.88,,,,,,,
2019/06/03,2019/06/03 15:30,2730.43,24691.39,7296.83,118.06,49.99,162.97,114765,77.88,76.59,,,,,,,
2019/06/03,2019/06/03 16:00,2744.31,24819.78,7333.02,118.71,50.22,164.15,844242,76.59,75.90,,,,,,,
2019/06/04,2019/06/04 10:30,2779.18,25172.55,7440.51,120.89,51.45,162.91,201659,75.90,77.84,,,,,,,
2019/06/04,2019/06/04 11:30,2787.22,25249.89,7479.12,121.33,51.96,164.31,69979,77.81,78.52,,,,,,,
2019/06/04,2019/06/04 12:30,2788.09,25231.43,7475.51,121.13,51.72,165.73,60753,78.54,78.15,,,,,,,
2019/06/04,2019/06/04 13:30,2793.19,25268.20,7494.70,121.57,51.92,167.26,44610,78.26,78.63,,,,,,,
2019/06/04,2019/06/04 14:30,2792.70,25252.09,7493.72,121.25,51.58,168.02,45382,78.63,78.02,,,,,,,
2019/06/04,2019/06/04 15:30,2796.39,25280.99,7506.13,121.48,51.39,167.21,43352,77.99,78.40,,,,,,,
2019/06/04,2019/06/04 16:00,2803.27,25332.18,7527.12,122.00,51.63,167.50,663382,78.40,78.74,,,,,,,
2019/06/05,2019/06/05 10:30,2805.75,25413.28,7528.77,123.37,52.39,164.94,217972,80.14,77.23,,,,,,,
2019/06/05,2019/06/05 11:30,2815.94,25477.17,7554.01,124.18,52.55,167.52,112334,77.23,77.58,,,,,,,
2019/06/05,2019/06/05 12:30,2815.57,25462.59,7545.89,123.72,52.47,166.93,73463,77.58,77.09,,,,,,,
2019/06/05,2019/06/05 13:30,2821.39,25499.19,7563.91,123.72,52.75,167.00,53389,77.07,77.54,,,,,,,
2019/06/05,2019/06/05 14:30,2822.18,25514.87,7561.90,124.16,52.73,167.61,50301,77.54,77.40,,,,,,,
2019/06/05,2019/06/05 15:30,2819.42,25481.91,7556.66,124.08,52.79,167.63,143441,77.30,77.38,,,,,,,
2019/06/05,2019/06/05 16:00,2826.15,25539.57,7575.48,124.65,53.10,168.17,641488,77.38,78.04,,,,,,,
2019/06/06,2019/06/06 10:30,2822.81,25519.66,7549.43,124.71,52.65,167.78,205165,78.04,79.27,,,,,,,
2019/06/06,2019/06/06 11:30,2834.76,25640.44,7584.65,125.44,53.03,169.46,182121,79.27,78.31,,,,,,,
2019/06/06,2019/06/06 12:30,2830.26,25604.38,7568.16,125.15,52.95,168.47,168166,78.40,78.96,,,,,,,
2019/06/06,2019/06/06 13:30,2834.15,25631.77,7573.75,125.44,53.09,167.95,131784,78.96,78.55,,,,,,,
2019/06/06,2019/06/06 14:30,2834.62,25629.82,7577.98,125.45,53.10,168.44,128948,78.55,78.50,,,,,,,
2019/06/06,2019/06/06 15:30,2846.43,25735.04,7617.45,126.33,53.49,168.89,214545,78.50,79.41,,,,,,,
2019/06/06,2019/06/06 16:00,2843.49,25720.66,7615.55,126.62,53.44,168.33,1991376,79.41,79.43,,,,,,,
2019/06/07,2019/06/07 10:30,2872.12,25962.47,7717.74,130.02,54.21,172.03,2605324,79.43,95.97,,,,,,,
2019/06/07,2019/06/07 11:30,2876.57,25997.69,7739.95,130.43,54.43,172.48,865231,95.97,93.71,,,,,,,
2019/06/07,2019/06/07 12:30,2878.34,26014.33,7748.84,130.41,54.41,172.32,419965,93.87,95.71,,,,,,,
2019/06/07,2019/06/07 13:30,2877.91,26007.53,7748.22,130.34,54.36,173.20,264042,95.80,94.87,,,,,,,
2019/06/07,2019/06/07 14:30,2878.81,26031.25,7754.66,130.65,54.38,173.61,296084,94.87,95.61,,,,,,,
2019/06/07,2019/06/07 15:30,2878.71,26029.29,7751.52,130.49,54.28,173.58,336614,95.61,95.12,,,,,,,
2019/06/07,2019/06/07 16:00,2873.34,25983.94,7742.10,130.16,54.24,173.35,4601698,95.12,94.05,,,,,,,
2019/06/10,2019/06/10 10:30,2894.80,26146.38,7852.98,132.26,54.71,175.70,1124694,94.05,101.11,,,,,,,
2019/06/10,2019/06/10 11:30,2899.03,26163.11,7875.61,132.40,54.84,177.46,461385,101.26,104.73,,,,,,,
2019/06/10,2019/06/10 12:30,2897.97,26139.05,7867.64,132.14,54.79,176.39,382633,104.73,104.08,,,,,,,
2019/06/10,2019/06/10 13:30,2897.16,26136.34,7861.35,132.18,54.80,175.70,181321,104.08,103.23,,,,,,,
2019/06/10,2019/06/10 14:30,2890.23,26092.70,7835.54,131.84,54.72,175.20,219907,103.23,101.47,,,,,,,
2019/06/10,2019/06/10 15:30,2888.55,26080.58,7831.76,131.46,54.67,175.62,189610,101.50,101.55,,,,,,,
2019/06/10,2019/06/10 16:00,2886.73,26062.68,7823.17,131.35,54.72,174.82,2246585,101.55,102.00,,,,,,,
2019/06/11,2019/06/11 10:30,2901.49,26178.01,7882.16,131.80,55.63,179.45,1146201,102.00,94.53,,,,,,,
2019/06/11,2019/06/11 11:30,2892.80,26120.62,7840.48,130.74,55.57,178.81,448653,94.53,92.60,,,,,,,
2019/06/11,2019/06/11 12:30,2884.24,26050.31,7813.63,130.46,55.59,177.73,332702,92.66,94.40,,,,,,,
2019/06/11,2019/06/11 13:30,2880.57,26022.17,7800.91,130.06,55.37,177.32,169315,94.40,95.00,,,,,,,
2019/06/11,2019/06/11 14:30,2887.91,26060.71,7829.66,130.83,55.42,178.57,198136,95.00,94.83,,,,,,,
2019/06/11,2019/06/11 15:30,2883.45,26033.34,7819.45,130.58,55.23,177.84,123839,94.83,95.39,,,,,,,
